evaluation_period,group_type,group_value,model,n,mae,rmse,wape,smape,uncensored_n
2024-06-26 to 2024-07-02,store,532,xgb_stockout_aware,14,0.5301021724087851,0.7126340764957959,0.32794654943539514,0.38568788229323037,14
2024-06-26 to 2024-07-02,store,533,seasonal_naive,7,0.42857142857142855,0.50709255283711,1.3043478260869565,1.2244897959183674,3
2024-06-26 to 2024-07-02,store,533,xgb_observed_sales,7,0.2277797785720655,0.3212177874252534,0.6932428043497646,1.1504279812699043,3
2024-06-26 to 2024-07-02,store,533,xgb_stockout_aware,7,0.25469922585678956,0.3139162517195377,0.7751715569554465,1.4368090972677658,3
2024-06-26 to 2024-07-02,store,550,seasonal_naive,7,0.3571428571428572,0.4488079449258574,1.1363636363636365,1.2423916935195132,7
2024-06-26 to 2024-07-02,store,550,xgb_observed_sales,7,0.19637531977246647,0.20377398546554873,0.6248305629123933,0.9349014242416072,7
2024-06-26 to 2024-07-02,store,550,xgb_stockout_aware,7,0.17327280683176857,0.18615422967468298,0.5513225671919909,0.8836253148118703,7
2024-06-26 to 2024-07-02,store,560,seasonal_naive,7,0.3714285714285715,0.48107023544236394,1.6250000000000002,1.6122448979591835,4
2024-06-26 to 2024-07-02,store,560,xgb_observed_sales,7,0.1686637601682118,0.20475647788784435,0.7379039507359266,0.7756030118733567,4
2024-06-26 to 2024-07-02,store,560,xgb_stockout_aware,7,0.15288311115333014,0.1888062044439247,0.6688636112958193,0.7600005048216395,4
2024-06-26 to 2024-07-02,store,587,seasonal_naive,7,0.5857142857142856,0.7181324987175317,0.9318181818181817,1.0395346544414867,4
2024-06-26 to 2024-07-02,store,587,xgb_observed_sales,7,0.35493016242980957,0.4238710560477403,0.5646616220474243,0.6376460395522668,4
2024-06-26 to 2024-07-02,store,587,xgb_stockout_aware,7,0.377542998109545,0.42242616599901045,0.6006365879015488,0.6662808395356884,4
2024-06-26 to 2024-07-02,store,592,seasonal_naive,7,0.4428571428571428,0.4913538149119954,1.148148148148148,1.3003710575139145,2
2024-06-26 to 2024-07-02,store,592,xgb_observed_sales,7,0.3064234639917101,0.41867097630002875,0.7944312029414706,0.9224975605306784,2
2024-06-26 to 2024-07-02,store,592,xgb_stockout_aware,7,0.3073578689779554,0.39691547815077244,0.7968537343872918,0.8912876351729724,2
2024-06-26 to 2024-07-02,store,602,seasonal_naive,21,0.5904761904761904,0.8315218406202999,0.5102880658436213,0.8125700359104024,16
2024-06-26 to 2024-07-02,store,602,xgb_observed_sales,21,0.39270268139385045,0.5260870348514359,0.33937268762431516,0.6244131331828638,16
2024-06-26 to 2024-07-02,store,602,xgb_stockout_aware,21,0.43404169054258435,0.5916251323445667,0.3750977572590235,0.6525007135278293,16
2024-06-26 to 2024-07-02,store,615,seasonal_naive,7,0.15714285714285717,0.19639610121239315,0.31428571428571433,0.34225690276110443,7
2024-06-26 to 2024-07-02,store,615,xgb_observed_sales,7,0.18085259795188907,0.2434214222230874,0.36170519590377814,0.3551293552846801,7
2024-06-26 to 2024-07-02,store,615,xgb_stockout_aware,7,0.21412176064082558,0.2710338081246122,0.42824352128165116,0.41620158842670735,7
2024-06-26 to 2024-07-02,store,617,seasonal_naive,7,0.48571428571428565,0.6458659745975609,0.309090909090909,0.41483838434639353,6
2024-06-26 to 2024-07-02,store,617,xgb_observed_sales,7,0.1703773294176374,0.19757196214571807,0.10842193690213288,0.10970679843498556,6
2024-06-26 to 2024-07-02,store,617,xgb_stockout_aware,7,0.1762237991605486,0.20661238366511805,0.11214241764762183,0.1186775441702413,6
2024-06-26 to 2024-07-02,store,632,seasonal_naive,14,0.7428571428571429,0.9047493733468007,1.5757575757575757,1.2681096681096682,11
2024-06-26 to 2024-07-02,store,632,xgb_observed_sales,14,0.42405647933483126,0.5570210349049921,0.8995137440435814,0.9913884395067917,11
2024-06-26 to 2024-07-02,store,632,xgb_stockout_aware,14,0.4257605931588582,0.5485567592082827,0.9031285309430325,0.9951465330519689,11
2024-06-26 to 2024-07-02,store,633,seasonal_naive,7,0.29999999999999993,0.5140872632984737,0.24137931034482757,0.2607848625893738,7
2024-06-26 to 2024-07-02,store,633,xgb_observed_sales,7,0.5062076909201486,0.6603041676690602,0.40729354441851034,0.4271411613257236,7
2024-06-26 to 2024-07-02,store,633,xgb_stockout_aware,7,0.5118950128555297,0.6546523781191617,0.4118695505734148,0.43352327880748504,7
2024-06-26 to 2024-07-02,store,634,seasonal_naive,7,0.21428571428571433,0.24784787961282104,2.142857142857143,1.3432282003710576,7
2024-06-26 to 2024-07-02,store,634,xgb_observed_sales,7,0.2533778947378908,0.3222963334934291,2.5337789473789076,1.4722136874546392,7
2024-06-26 to 2024-07-02,store,634,xgb_stockout_aware,7,0.21572518987315042,0.27042846156791556,2.157251898731504,1.3780647946929905,7
2024-06-26 to 2024-07-02,store,643,seasonal_naive,14,0.3785714285714286,0.5119988839273549,0.4690265486725665,0.4933957975609419,6
2024-06-26 to 2024-07-02,store,643,xgb_observed_sales,14,0.315449585233416,0.44117807045584223,0.3908224949794535,0.4533960279760259,6
2024-06-26 to 2024-07-02,store,643,xgb_stockout_aware,14,0.2924788841179439,0.4305563439978837,0.36236321926116954,0.415282352663088,6
2024-06-26 to 2024-07-02,store,651,seasonal_naive,7,0.21428571428571425,0.29032002047002253,0.9999999999999999,1.4693877551020407,3
2024-06-26 to 2024-07-02,store,651,xgb_observed_sales,7,0.24235229662486485,0.2748094196586881,1.1309773842493693,1.1843844217217543,3
2024-06-26 to 2024-07-02,store,651,xgb_stockout_aware,7,0.26574719633374894,0.2951404918534562,1.2401535828908286,1.1763949450929883,3
2024-06-26 to 2024-07-02,store,665,seasonal_naive,14,0.4571428571428572,0.6023762469230862,1.0,1.0648048693161478,10
2024-06-26 to 2024-07-02,store,665,xgb_observed_sales,14,0.2731535270078374,0.33780008597966893,0.5975233403296443,0.7006685033556304,10
2024-06-26 to 2024-07-02,store,665,xgb_stockout_aware,14,0.2931373245748026,0.3628633791693492,0.6412378975073807,0.8697937693916346,10
2024-06-26 to 2024-07-02,store,666,seasonal_naive,7,0.4142857142857143,0.6380774695464941,1.9333333333333333,1.3170068027210884,7
2024-06-26 to 2024-07-02,store,666,xgb_observed_sales,7,0.2658661322934287,0.2750537882121492,1.2407086173693338,1.3379925268291704,7
2024-06-26 to 2024-07-02,store,666,xgb_stockout_aware,7,0.20815854264157158,0.21934886749632462,0.9714065323273339,1.3137112960594524,7
2024-06-26 to 2024-07-02,store,688,seasonal_naive,7,0.2571428571428572,0.3023715784073818,0.6428571428571429,0.6489795918367347,6
2024-06-26 to 2024-07-02,store,688,xgb_observed_sales,7,0.17352765372821263,0.18867634005023287,0.4338191343205316,0.47383336475516996,6
2024-06-26 to 2024-07-02,store,688,xgb_stockout_aware,7,0.1586762581552778,0.17941247731709298,0.39669064538819454,0.4444400106551291,6
2024-06-26 to 2024-07-02,store,694,seasonal_naive,7,0.7857142857142857,0.9449111825230679,1.057692307692308,1.0397182796563602,6
2024-06-26 to 2024-07-02,store,694,xgb_observed_sales,7,0.5175583796841757,0.7562953602245046,0.696713203421006,0.8135830827846569,6
2024-06-26 to 2024-07-02,store,694,xgb_stockout_aware,7,0.5205337839467185,0.7361862856467147,0.7007185553128904,0.7979815707233296,6
2024-06-26 to 2024-07-02,store,702,seasonal_naive,7,0.4857142857142857,0.5879747322073337,0.5396825396825397,0.4354569240283527,7
2024-06-26 to 2024-07-02,store,702,xgb_observed_sales,7,0.1996309382574899,0.21961045526616715,0.22181215361943318,0.23175807667900133,7
2024-06-26 to 2024-07-02,store,702,xgb_stockout_aware,7,0.17410968542099,0.21059456910908916,0.1934552060233222,0.20192930249263322,7
2024-06-26 to 2024-07-02,store,733,seasonal_naive,7,0.7142857142857143,0.8106434833777776,0.4273504273504274,0.460487151382292,7
2024-06-26 to 2024-07-02,store,733,xgb_observed_sales,7,0.8586181265967232,0.959759854939541,0.5137031526647062,0.5562723779901729,7
2024-06-26 to 2024-07-02,store,733,xgb_stockout_aware,7,0.8340877669198171,0.9043324876020861,0.4990268690973265,0.5470325725929401,7
2024-06-26 to 2024-07-02,store,734,seasonal_naive,7,0.5571428571428572,0.6380774695464941,2.0526315789473686,1.1453308596165737,6
2024-06-26 to 2024-07-02,store,734,xgb_observed_sales,7,0.15138522003378188,0.19639755180558988,0.5577350211770912,0.8049817848745169,6
2024-06-26 to 2024-07-02,store,734,xgb_stockout_aware,7,0.1405692563525268,0.19508199740247528,0.5178867339303619,0.8142508719256811,6
2024-06-26 to 2024-07-02,store,735,seasonal_naive,7,0.2,0.24494897427831783,0.5384615384615385,0.7027210884353742,3
2024-06-26 to 2024-07-02,store,735,xgb_observed_sales,7,0.13954778377498897,0.18665424629178767,0.37570557170189345,0.4512568062877646,3
2024-06-26 to 2024-07-02,store,735,xgb_stockout_aware,7,0.16065827395234789,0.21356349267251842,0.4325415067947828,0.4139458258687659,3
2024-06-26 to 2024-07-02,store,742,seasonal_naive,7,0.5285714285714285,0.608276253029822,0.5781249999999999,0.7096243179546067,7
2024-06-26 to 2024-07-02,store,742,xgb_observed_sales,7,0.2995301519121442,0.36489540578287977,0.3276111036539077,0.40637163112849606,7
2024-06-26 to 2024-07-02,store,742,xgb_stockout_aware,7,0.29718490498406547,0.36159887185259193,0.32504598982632155,0.3915934560955166,7
2024-06-26 to 2024-07-02,store,743,seasonal_naive,7,0.3714285714285715,0.4566962103755938,1.3000000000000003,1.4692307692307693,7
2024-06-26 to 2024-07-02,store,743,xgb_observed_sales,7,0.3432566710880825,0.4160412247125331,1.2013983488082887,1.2325789783098606,7
2024-06-26 to 2024-07-02,store,743,xgb_stockout_aware,7,0.334159814459937,0.40186754386649925,1.1695593506097794,1.2194980299805305,7
2024-06-26 to 2024-07-02,store,777,seasonal_naive,7,0.3042857142857143,0.36025784416958134,0.49882903981264637,0.720322611803342,6
2024-06-26 to 2024-07-02,store,777,xgb_observed_sales,7,0.17846116014889307,0.25910682260584955,0.2925592789326116,0.2823838979374108,6
2024-06-26 to 2024-07-02,store,777,xgb_stockout_aware,7,0.17612767236573354,0.2552593773669598,0.2887338891241533,0.27702881230805937,6
2024-06-26 to 2024-07-02,store,817,seasonal_naive,7,0.35714285714285715,0.43588989435406733,0.48076923076923067,0.4437679642648587,7
2024-06-26 to 2024-07-02,store,817,xgb_observed_sales,7,0.1836072989872524,0.2365021536358806,0.24716367171360895,0.2599151667008265,7
2024-06-26 to 2024-07-02,store,817,xgb_stockout_aware,7,0.18479369367871973,0.24752035104698603,0.2487607414905842,0.2615442933720465,7
2024-06-26 to 2024-07-02,store,830,seasonal_naive,7,0.9285714285714286,1.1704699910719625,0.6770833333333333,0.9665669298022238,5
2024-06-26 to 2024-07-02,store,830,xgb_observed_sales,7,0.5815213961260659,0.7309671947126731,0.4240260180085897,0.5799887111798719,5
2024-06-26 to 2024-07-02,store,830,xgb_stockout_aware,7,0.6001757468496051,0.731742467396789,0.43762814874450356,0.6100830601553856,5
2024-06-26 to 2024-07-02,store,832,seasonal_naive,21,0.6714285714285714,0.7480132415430957,0.6025641025641024,0.8343654761724556,18
2024-06-26 to 2024-07-02,store,832,xgb_observed_sales,21,0.5752417700631278,0.7803175100373407,0.5162426141592172,0.6813043948992757,18
2024-06-26 to 2024-07-02,store,832,xgb_stockout_aware,21,0.592862604345594,0.7780823385755523,0.5320561833870715,0.6820989914549881,18
2024-06-26 to 2024-07-02,store,834,seasonal_naive,7,0.47142857142857153,0.6106202935189289,1.8333333333333337,1.2206349206349205,3
2024-06-26 to 2024-07-02,store,834,xgb_observed_sales,7,0.07136396765708924,0.11746720214797998,0.2775265408886804,0.3919785972139222,3
2024-06-26 to 2024-07-02,store,834,xgb_stockout_aware,7,0.08954278507402967,0.1293180351621769,0.3482219419545598,0.6892516760185103,3
