evaluation_period,group_type,group_value,model,n,mae,rmse,wape,smape,uncensored_n
2024-06-26 to 2024-07-02,product,392,seasonal_naive,14,0.21428571428571427,0.2699206232527312,0.16393442622950818,0.19856667360690247,7
2024-06-26 to 2024-07-02,product,392,xgb_observed_sales,14,0.36762345433235166,0.48295100215203685,0.2812419869209247,0.313461576668009,7
2024-06-26 to 2024-07-02,product,392,xgb_stockout_aware,14,0.4012754934174674,0.4902217626952762,0.3069867162756581,0.35017610524163645,7
2024-06-26 to 2024-07-02,product,393,seasonal_naive,21,0.40952380952380957,0.47343727899570515,0.5474220241884151,0.5806050761389268,11
2024-06-26 to 2024-07-02,product,393,xgb_observed_sales,21,0.273286934807187,0.34869596263012015,0.36531035206562235,0.3958071604015104,11
2024-06-26 to 2024-07-02,product,393,xgb_stockout_aware,21,0.27284251406079246,0.3616264080291142,0.3647162823218741,0.3929861829233762,11
2024-06-26 to 2024-07-02,product,394,seasonal_naive,14,0.37857142857142856,0.4166190448976481,0.5299999999999999,0.559936865188966,8
2024-06-26 to 2024-07-02,product,394,xgb_observed_sales,14,0.30712464877537327,0.3692198423288484,0.42997450828552247,0.44892442355041473,8
2024-06-26 to 2024-07-02,product,394,xgb_stockout_aware,14,0.3073998089347567,0.37184387781764117,0.43035973250865933,0.4522044626499816,8
2024-06-26 to 2024-07-02,product,396,seasonal_naive,21,0.27904761904761904,0.33943931360266394,0.5069204152249134,0.6873328425960004,16
2024-06-26 to 2024-07-02,product,396,xgb_observed_sales,21,0.3016429734797705,0.35923226601677927,0.5479673393663649,0.6259704334472251,16
2024-06-26 to 2024-07-02,product,396,xgb_stockout_aware,21,0.32454315412612195,0.3790852286740753,0.5895680135509135,0.6840165664016556,16
2024-06-26 to 2024-07-02,product,402,seasonal_naive,21,0.22047619047619052,0.30712956781881395,0.26351735913488905,0.3642033228033401,10
2024-06-26 to 2024-07-02,product,402,xgb_observed_sales,21,0.1888218494256338,0.2581691357654045,0.2256834853692834,0.23839886001921368,10
2024-06-26 to 2024-07-02,product,402,xgb_stockout_aware,21,0.2287570423171634,0.29673043070602817,0.2734147916141395,0.3032513307481726,10
2024-06-26 to 2024-07-02,product,403,seasonal_naive,14,0.23999999999999996,0.2885431386415953,0.5599999999999999,0.5266483307836692,7
2024-06-26 to 2024-07-02,product,403,xgb_observed_sales,14,0.16456728960786546,0.20793954254142966,0.3839903424183528,0.42211912388190237,7
2024-06-26 to 2024-07-02,product,403,xgb_stockout_aware,14,0.16753994013581958,0.18846478705013664,0.39092652698357905,0.43578282869350166,7
2024-06-26 to 2024-07-02,product,404,seasonal_naive,7,0.4542857142857143,0.5379856609878849,0.5932835820895521,0.6801356339680306,4
2024-06-26 to 2024-07-02,product,404,xgb_observed_sales,7,0.42331602113587524,0.4865891036418921,0.5528380873043146,0.6299098881912722,4
2024-06-26 to 2024-07-02,product,404,xgb_stockout_aware,7,0.43402647767748165,0.5107125947829503,0.5668256238325319,0.6513133821481654,4
2024-06-26 to 2024-07-02,product,410,seasonal_naive,7,0.2285714285714285,0.29277002188455997,0.8421052631578945,0.5457431457431458,7
2024-06-26 to 2024-07-02,product,410,xgb_observed_sales,7,0.13344151249953679,0.1525543754085483,0.4916266249982934,0.4665655618110983,7
2024-06-26 to 2024-07-02,product,410,xgb_stockout_aware,7,0.1430835017136165,0.17036272719472687,0.5271497431554292,0.5275638003079325,7
2024-06-26 to 2024-07-02,product,411,seasonal_naive,42,0.37142857142857144,0.4654746681256314,0.5931558935361217,0.6478569393811877,42
2024-06-26 to 2024-07-02,product,411,xgb_observed_sales,42,0.25596027572949726,0.31261072940688395,0.408757854777144,0.5229300681505118,42
2024-06-26 to 2024-07-02,product,411,xgb_stockout_aware,42,0.2650030106306076,0.32062659261393517,0.4231987242009704,0.5366648961152566,42
2024-06-26 to 2024-07-02,product,419,seasonal_naive,7,0.2285714285714286,0.297609523657138,0.34782608695652173,0.33664747950462237,6
2024-06-26 to 2024-07-02,product,419,xgb_observed_sales,7,0.18695309843335833,0.20947726418583376,0.284493845442067,0.28902179009453854,6
2024-06-26 to 2024-07-02,product,419,xgb_stockout_aware,7,0.16926494325910296,0.18988230737717632,0.25757708756820014,0.2589912198866753,6
2024-06-26 to 2024-07-02,product,422,seasonal_naive,21,0.22380952380952382,0.2786019519297157,0.4653465346534653,0.5330811112323717,18
2024-06-26 to 2024-07-02,product,422,xgb_observed_sales,21,0.14341240326563517,0.17477946926291635,0.29818420480973645,0.3073304047105741,18
2024-06-26 to 2024-07-02,product,422,xgb_stockout_aware,21,0.1775945592494238,0.22738605774608397,0.3692560142809801,0.3967059146098816,18
2024-06-26 to 2024-07-02,product,426,seasonal_naive,7,0.15714285714285717,0.2104417123236605,0.3548387096774194,0.43042671614100186,2
2024-06-26 to 2024-07-02,product,426,xgb_observed_sales,7,0.10136759792055401,0.12315865240191652,0.22889457594963808,0.24224991080707703,2
2024-06-26 to 2024-07-02,product,426,xgb_stockout_aware,7,0.11732975585120063,0.13908600214822525,0.26493815837367884,0.28433552119386546,2
2024-06-26 to 2024-07-02,product,434,seasonal_naive,7,0.24857142857142853,0.37637367450067877,0.568627450980392,0.4575782466096486,5
2024-06-26 to 2024-07-02,product,434,xgb_observed_sales,7,0.09393269027982439,0.10470588538580701,0.2148787032545002,0.2147474990565051,5
2024-06-26 to 2024-07-02,product,434,xgb_stockout_aware,7,0.1127000847884587,0.1477447728931845,0.25781065147686627,0.26195012243892973,5
2024-06-26 to 2024-07-02,product,435,seasonal_naive,7,0.38571428571428573,0.4551294949163998,1.173913043478261,1.4761904761904763,7
2024-06-26 to 2024-07-02,product,435,xgb_observed_sales,7,0.29040533048766004,0.3459129261534075,0.883842310179835,1.070882759690653,7
2024-06-26 to 2024-07-02,product,435,xgb_stockout_aware,7,0.28286046172891344,0.3363550014752316,0.8608796661314757,1.0883112979817224,7
2024-06-26 to 2024-07-02,product,441,seasonal_naive,119,0.522689075630252,0.6678700623385265,0.670258620689655,0.7601204639033688,113
2024-06-26 to 2024-07-02,product,441,xgb_observed_sales,119,0.3280884305218688,0.4123959888149152,0.4207168451735171,0.5251906655774722,113
2024-06-26 to 2024-07-02,product,441,xgb_stockout_aware,119,0.3215143688711799,0.41244447286883007,0.4122867445654138,0.5142871478463087,113
2024-06-26 to 2024-07-02,product,447,seasonal_naive,14,0.2857142857142857,0.4629100498862757,0.3389830508474575,0.35297189582903865,10
2024-06-26 to 2024-07-02,product,447,xgb_observed_sales,14,0.2515986025333405,0.3523522526376063,0.2985068165649802,0.29649908664969765,10
2024-06-26 to 2024-07-02,product,447,xgb_stockout_aware,14,0.2453836560249329,0.3481522902991577,0.291133151216022,0.28407590127169485,10
2024-06-26 to 2024-07-02,product,452,seasonal_naive,14,0.5928571428571427,0.6649382355849731,0.5886524822695035,0.6903681430775027,5
2024-06-26 to 2024-07-02,product,452,xgb_observed_sales,14,0.3735286908490318,0.4251520636000394,0.3708795511976202,0.4042832930828352,5
2024-06-26 to 2024-07-02,product,452,xgb_stockout_aware,14,0.35523780328886856,0.4248209325299001,0.35271838624426666,0.382814236379872,5
2024-06-26 to 2024-07-02,product,456,seasonal_naive,7,0.1871428571428571,0.19570385790780928,0.40184049079754597,0.5067503924646781,6
2024-06-26 to 2024-07-02,product,456,xgb_observed_sales,7,0.23089665821620395,0.251238215751658,0.4957903704028919,0.5387088150219476,6
2024-06-26 to 2024-07-02,product,456,xgb_stockout_aware,7,0.22932955418314252,0.2700632765616125,0.4924254230926373,0.5416922331608426,6
2024-06-26 to 2024-07-02,product,457,seasonal_naive,7,0.1142857142857143,0.1851640199545103,0.38095238095238104,0.3190476190476191,3
2024-06-26 to 2024-07-02,product,457,xgb_observed_sales,7,0.12124559283256531,0.14030917225094225,0.4041519761085511,0.4220250877330765,3
2024-06-26 to 2024-07-02,product,457,xgb_stockout_aware,7,0.12952822744846346,0.16113623103987962,0.4317607581615449,0.4484427901239028,3
2024-06-26 to 2024-07-02,product,458,seasonal_naive,21,0.30809523809523803,0.4113219107775737,0.31560975609756087,0.3342375858141874,10
2024-06-26 to 2024-07-02,product,458,xgb_observed_sales,21,0.19881642035075595,0.2678074796475426,0.2036656013349207,0.19969252695176076,10
2024-06-26 to 2024-07-02,product,458,xgb_stockout_aware,21,0.22269688333783827,0.29282818592809107,0.2281285146387611,0.23525083046733616,10
2024-06-26 to 2024-07-02,product,459,seasonal_naive,7,0.17142857142857146,0.22677868380553634,0.7500000000000001,1.4857142857142858,5
2024-06-26 to 2024-07-02,product,459,xgb_observed_sales,7,0.09389585554599764,0.11175248408391221,0.41079436801373964,0.8239773994292224,5
2024-06-26 to 2024-07-02,product,459,xgb_stockout_aware,7,0.18329187078135353,0.19334795190200638,0.8019019346684216,0.9749302261960592,5
2024-06-26 to 2024-07-02,product,461,seasonal_naive,28,0.26357142857142857,0.34642047118659547,0.2801822323462414,0.3443081653148972,16
2024-06-26 to 2024-07-02,product,461,xgb_observed_sales,28,0.2625957528182438,0.30927614474067594,0.27914506753647783,0.3671838707303195,16
2024-06-26 to 2024-07-02,product,461,xgb_stockout_aware,28,0.28531612102474485,0.3339713407295326,0.3032973192366308,0.39226596072439407,16
2024-06-26 to 2024-07-02,product,462,seasonal_naive,7,0.1571428571428571,0.1889822365046136,0.3142857142857142,0.32828282828282823,1
2024-06-26 to 2024-07-02,product,462,xgb_observed_sales,7,0.1660445375101907,0.1882563448712779,0.3320890750203814,0.3534247116171076,1
2024-06-26 to 2024-07-02,product,462,xgb_stockout_aware,7,0.17974084871155874,0.2187042168936031,0.3594816974231175,0.39026701056622487,1
2024-06-26 to 2024-07-02,product,467,seasonal_naive,217,1.1423963133640553,1.4420767155239076,0.6534001054296258,0.8963200775664727,174
2024-06-26 to 2024-07-02,product,467,xgb_observed_sales,217,0.8201194406105078,1.1252031833985425,0.4690720047772277,0.6611378428697244,174
2024-06-26 to 2024-07-02,product,467,xgb_stockout_aware,217,0.8229939759052294,1.0974213846972452,0.4707161116801128,0.6659339738848121,174
2024-06-26 to 2024-07-02,product,469,seasonal_naive,14,0.25285714285714284,0.3390322361411333,0.6968503937007875,0.6246275134979454,10
2024-06-26 to 2024-07-02,product,469,xgb_observed_sales,14,0.19145454219409394,0.2394589255897457,0.5276306280939598,0.5286189187838836,10
2024-06-26 to 2024-07-02,product,469,xgb_stockout_aware,14,0.1753246153252465,0.22273842411218586,0.48317807373099436,0.5033193260560289,10
2024-06-26 to 2024-07-02,product,473,seasonal_naive,7,0.11428571428571428,0.20701966780270628,0.26666666666666666,0.23304473304473303,4
2024-06-26 to 2024-07-02,product,473,xgb_observed_sales,7,0.08940274374825614,0.1510785346797838,0.20860640207926434,0.1858722392732049,4
2024-06-26 to 2024-07-02,product,473,xgb_stockout_aware,7,0.10468287382807051,0.18378345845546518,0.24426003893216455,0.22349788240630478,4
2024-06-26 to 2024-07-02,product,474,seasonal_naive,7,0.4714285714285714,0.554204706893452,0.4583333333333333,0.5740981240981241,3
2024-06-26 to 2024-07-02,product,474,xgb_observed_sales,7,0.21543417487825667,0.3205467596388404,0.20944989224274954,0.22122148586895835,3
2024-06-26 to 2024-07-02,product,474,xgb_stockout_aware,7,0.2398872307368687,0.324767687662331,0.23322369654973346,0.2433580118987992,3
2024-06-26 to 2024-07-02,product,476,seasonal_naive,7,0.5028571428571429,0.657962222102672,0.4835164835164835,0.44987767036639215,7
2024-06-26 to 2024-07-02,product,476,xgb_observed_sales,7,0.3795570911679949,0.44197583278209523,0.36495874150768737,0.40691492459620626,7
2024-06-26 to 2024-07-02,product,476,xgb_stockout_aware,7,0.3898954606056213,0.45483100027998935,0.3748994813515589,0.416927502184615,7
2024-06-26 to 2024-07-02,product,481,seasonal_naive,7,0.45714285714285713,0.5707138387268051,0.5161290322580645,0.5351292670178119,7
2024-06-26 to 2024-07-02,product,481,xgb_observed_sales,7,0.17798265559332707,0.25916647507261437,0.20094815954085318,0.19620876656823968,7
2024-06-26 to 2024-07-02,product,481,xgb_stockout_aware,7,0.22534362929207935,0.27962363715530836,0.2544202266200896,0.25660656652116337,7
2024-06-26 to 2024-07-02,product,486,seasonal_naive,7,0.18571428571428575,0.2591193878173865,0.31707317073170743,0.45801842268007675,4
2024-06-26 to 2024-07-02,product,486,xgb_observed_sales,7,0.22681005171367102,0.2703616035562569,0.38723667365748715,0.5104595608154766,4
2024-06-26 to 2024-07-02,product,486,xgb_stockout_aware,7,0.20777362670217242,0.25488002308732305,0.3547354602232213,0.48597748930943435,4
2024-06-26 to 2024-07-02,product,489,seasonal_naive,7,0.2857142857142857,0.37032803990902063,0.32258064516129026,0.3499846558670088,5
2024-06-26 to 2024-07-02,product,489,xgb_observed_sales,7,0.24063800743647987,0.355441490490857,0.27168807291215463,0.25279725689585336,5
2024-06-26 to 2024-07-02,product,489,xgb_stockout_aware,7,0.25944687894412455,0.37795622924292005,0.29292389558207604,0.28506852788038567,5
2024-06-26 to 2024-07-02,product,490,seasonal_naive,14,0.35714285714285715,0.44077853201547174,1.4705882352941178,1.4965986394557824,10
2024-06-26 to 2024-07-02,product,490,xgb_observed_sales,14,0.2703717998095921,0.2993045948354453,1.113295646274791,1.1598823899047659,10
2024-06-26 to 2024-07-02,product,490,xgb_stockout_aware,14,0.26452922054699485,0.29385753166310474,1.0892379669582142,1.176919271948964,10
2024-06-26 to 2024-07-02,product,491,seasonal_naive,7,0.25571428571428567,0.27622454633866267,0.34489402697495175,0.41700951621174986,7
2024-06-26 to 2024-07-02,product,491,xgb_observed_sales,7,0.23919225965227398,0.29354396352055256,0.32260998411674713,0.3312110352867829,7
2024-06-26 to 2024-07-02,product,491,xgb_stockout_aware,7,0.24538002218518937,0.28349440918065577,0.33095571392992784,0.3478248912989549,7
2024-06-26 to 2024-07-02,product,494,seasonal_naive,7,0.24285714285714285,0.304724700110022,0.653846153846154,0.614904143475572,4
2024-06-26 to 2024-07-02,product,494,xgb_observed_sales,7,0.2355932525226048,0.2501347910561402,0.6342895260223976,0.607947661509009,4
2024-06-26 to 2024-07-02,product,494,xgb_stockout_aware,7,0.21456362690244402,0.24040333359910587,0.5776713031988878,0.5608898209892448,4
2024-06-26 to 2024-07-02,product,496,seasonal_naive,7,0.14285714285714285,0.16035674514745465,0.1754385964912281,0.17783266416614493,2
2024-06-26 to 2024-07-02,product,496,xgb_observed_sales,7,0.16415342773709976,0.19851226864098964,0.2015919287999471,0.21295925207387165,2
2024-06-26 to 2024-07-02,product,496,xgb_stockout_aware,7,0.22552782808031352,0.26840305903778505,0.27696399939687627,0.3057390233859138,2
2024-06-26 to 2024-07-02,product,503,seasonal_naive,28,0.2857142857142857,0.35152727998183664,0.36529680365296807,0.3539562849396615,23
2024-06-26 to 2024-07-02,product,503,xgb_observed_sales,28,0.20345260671206883,0.2642598827049845,0.260122054243741,0.2682687582472316,23
2024-06-26 to 2024-07-02,product,503,xgb_stockout_aware,28,0.19393591114452907,0.24824815717357418,0.24795458959117872,0.25686860833375547,23
2024-06-26 to 2024-07-02,product,509,seasonal_naive,7,0.4000000000000001,0.6391959234627742,0.5957446808510639,0.5934300993124523,5
2024-06-26 to 2024-07-02,product,509,xgb_observed_sales,7,0.3929991245269776,0.6183355410129512,0.5853178450401794,0.7524343874856124,5
2024-06-26 to 2024-07-02,product,509,xgb_stockout_aware,7,0.4674723710332599,0.656338201318919,0.6962354462197488,0.8594277708841547,5
2024-06-26 to 2024-07-02,product,510,seasonal_naive,7,0.7428571428571428,0.8434622525214579,0.6842105263157894,1.1419184607481436,6
2024-06-26 to 2024-07-02,product,510,xgb_observed_sales,7,0.26681236284119747,0.34910124346916066,0.2457482289326819,0.2783921937306711,6
2024-06-26 to 2024-07-02,product,510,xgb_stockout_aware,7,0.21480613946914676,0.30119850988288743,0.19784776003737203,0.19673367871362654,6
2024-06-26 to 2024-07-02,product,512,seasonal_naive,21,1.1380952380952378,1.4604304649168145,0.5382882882882882,0.6091313677926847,16
2024-06-26 to 2024-07-02,product,512,xgb_observed_sales,21,0.7673336301531108,1.122921030584993,0.36292806831566055,0.3658111524256994,16
2024-06-26 to 2024-07-02,product,512,xgb_stockout_aware,21,0.6619122635750544,0.9394364207943214,0.31306661115036355,0.3264147719475981,16
2024-06-26 to 2024-07-02,product,521,seasonal_naive,28,0.5142857142857143,0.693335622706843,0.33410672853828305,0.31540055689943153,14
2024-06-26 to 2024-07-02,product,521,xgb_observed_sales,28,0.4261442337717328,0.6021538478137356,0.2768454418934691,0.26627431626801434,14
2024-06-26 to 2024-07-02,product,521,xgb_stockout_aware,28,0.36701924077102105,0.5593496386950865,0.23843477358674223,0.22616493812588417,14
2024-06-26 to 2024-07-02,product,522,seasonal_naive,28,0.25142857142857145,0.32719587842322045,0.34955312810327704,0.4086953064759119,16
2024-06-26 to 2024-07-02,product,522,xgb_observed_sales,28,0.19227802532059804,0.23491398606444364,0.26731800938315514,0.38250680297806133,16
2024-06-26 to 2024-07-02,product,522,xgb_stockout_aware,28,0.18173809021711348,0.2215599893909006,0.252664673588837,0.3755018698988,16
2024-06-26 to 2024-07-02,product,525,seasonal_naive,7,0.27857142857142864,0.3763167358944932,0.3764478764478765,0.4328312945372837,4
2024-06-26 to 2024-07-02,product,525,xgb_observed_sales,7,0.33327350003378736,0.40643724469311376,0.4503695946402531,0.5144132866523256,4
2024-06-26 to 2024-07-02,product,525,xgb_stockout_aware,7,0.33204952716827396,0.4114635543494049,0.44871557725442424,0.5237516604225797,4
2024-06-26 to 2024-07-02,product,530,seasonal_naive,7,0.2571428571428572,0.282842712474619,0.642857142857143,0.7364080364080364,6
2024-06-26 to 2024-07-02,product,530,xgb_observed_sales,7,0.20691480806895665,0.267227100577386,0.5172870201723917,0.6545595586131856,6
2024-06-26 to 2024-07-02,product,530,xgb_stockout_aware,7,0.20032206177711487,0.25281585242815213,0.5008051544427872,0.6423854586688272,6
2024-06-26 to 2024-07-02,product,531,seasonal_naive,28,0.4239285714285714,0.5057067190717222,0.6077828981054787,0.5661411958508479,22
2024-06-26 to 2024-07-02,product,531,xgb_observed_sales,28,0.24918818103415624,0.28767650613479395,0.35725904090918453,0.38635369451629265,22
2024-06-26 to 2024-07-02,product,531,xgb_stockout_aware,28,0.2391925938640322,0.28450647002052365,0.3429284499842755,0.36571439882116685,22
2024-06-26 to 2024-07-02,product,535,seasonal_naive,21,0.35285714285714287,0.43259460842467196,0.3053152039555006,0.3206009275092486,13
2024-06-26 to 2024-07-02,product,535,xgb_observed_sales,21,0.3001322691781181,0.4204037995088973,0.25969417605028755,0.257505575753453,13
2024-06-26 to 2024-07-02,product,535,xgb_stockout_aware,21,0.29258972031729563,0.4242122847578567,0.2531678667763992,0.24790416611574356,13
2024-06-26 to 2024-07-02,product,541,seasonal_naive,21,0.45714285714285713,0.5976143046671969,0.3453237410071942,0.3890354116449715,15
2024-06-26 to 2024-07-02,product,541,xgb_observed_sales,21,0.3774143820717222,0.45956431682405735,0.2850971950901498,0.29574309205792637,15
2024-06-26 to 2024-07-02,product,541,xgb_stockout_aware,21,0.3856788970175244,0.4633766316601097,0.29134017400604356,0.3046122137116673,15
2024-06-26 to 2024-07-02,product,544,seasonal_naive,7,0.34285714285714286,0.41747540560578456,0.32,0.4378716521573665,6
2024-06-26 to 2024-07-02,product,544,xgb_observed_sales,7,0.44198175498417447,0.5550836940945146,0.41251630465189615,0.499840179533463,6
2024-06-26 to 2024-07-02,product,544,xgb_stockout_aware,7,0.433384006364005,0.557260456282846,0.4044917392730713,0.4999967218688581,6
2024-06-26 to 2024-07-02,product,550,seasonal_naive,7,1.257142857142857,1.4202615453298935,1.0864197530864197,1.2714739229024943,7
2024-06-26 to 2024-07-02,product,550,xgb_observed_sales,7,0.6621447460991996,0.8433100666003449,0.5722238546536292,0.7499601416785148,7
2024-06-26 to 2024-07-02,product,550,xgb_stockout_aware,7,0.6468680160386222,0.8158989412073179,0.5590217422555994,0.7487465861706958,7
2024-06-26 to 2024-07-02,product,554,seasonal_naive,14,0.22428571428571434,0.2629231283637319,0.6541666666666668,0.8130250109994248,6
2024-06-26 to 2024-07-02,product,554,xgb_observed_sales,14,0.13673041122300283,0.1706498592469926,0.3987970327337583,0.5610640561576614,6
2024-06-26 to 2024-07-02,product,554,xgb_stockout_aware,14,0.14613443400178636,0.1914545671949283,0.4262254325052103,0.5565831881556239,6
2024-06-26 to 2024-07-02,product,559,seasonal_naive,7,0.41428571428571426,0.43588989435406733,0.45312499999999994,0.5441558441558442,4
2024-06-26 to 2024-07-02,product,559,xgb_observed_sales,7,0.21164238623210366,0.2712210464122416,0.23148385994136336,0.21395030524087694,4
2024-06-26 to 2024-07-02,product,559,xgb_stockout_aware,7,0.2252830045563834,0.28508340219011186,0.24640328623354432,0.22312981284584657,4
2024-06-26 to 2024-07-02,product,562,seasonal_naive,7,0.6857142857142856,1.01418510567422,3.999999999999999,1.238095238095238,6
2024-06-26 to 2024-07-02,product,562,xgb_observed_sales,7,0.38419051255498615,0.4385643604726027,2.241111323237419,1.6080982789080462,6
2024-06-26 to 2024-07-02,product,562,xgb_stockout_aware,7,0.4097294168812888,0.4434241995169776,2.3900882651408515,1.617973454680417,6
2024-06-26 to 2024-07-02,product,573,seasonal_naive,14,0.2857142857142857,0.36055512754639896,0.5970149253731343,0.5784992784992785,2
2024-06-26 to 2024-07-02,product,573,xgb_observed_sales,14,0.21086406580039432,0.23964651129614947,0.44061148077694334,0.44405622234631775,2
2024-06-26 to 2024-07-02,product,573,xgb_stockout_aware,14,0.19093000377927502,0.2222911897005035,0.3989582168522165,0.4058212029449172,2
2024-06-26 to 2024-07-02,product,579,seasonal_naive,21,0.3014285714285715,0.35378901433858384,0.4880493446414805,0.6058501668759566,18
2024-06-26 to 2024-07-02,product,579,xgb_observed_sales,21,0.22864983257793248,0.2989910510445419,0.37021175667976736,0.3711072833805951,18
2024-06-26 to 2024-07-02,product,579,xgb_stockout_aware,21,0.2241472551368532,0.2974432899230078,0.3629215387720831,0.3630757158099015,18
2024-06-26 to 2024-07-02,product,580,seasonal_naive,42,0.4738095238095238,0.6471549457506477,0.2417982989064399,0.2809924896248844,13
2024-06-26 to 2024-07-02,product,580,xgb_observed_sales,42,0.4581909713290986,0.6192190300925902,0.2338277131934647,0.2543602467378526,13
2024-06-26 to 2024-07-02,product,580,xgb_stockout_aware,42,0.4920572377386548,0.6363693878627558,0.25111061950210817,0.2767036929137214,13
2024-06-26 to 2024-07-02,product,587,seasonal_naive,14,0.3142857142857142,0.3741657386773941,0.6470588235294117,0.6669064435981727,6
2024-06-26 to 2024-07-02,product,587,xgb_observed_sales,14,0.24097168913909364,0.29698711586337395,0.4961181835216634,0.5103445681682118,6
2024-06-26 to 2024-07-02,product,587,xgb_stockout_aware,14,0.2277915860925402,0.30915217379524856,0.4689826772493475,0.4799049521029202,6
2024-06-26 to 2024-07-02,product,596,seasonal_naive,14,0.5428571428571428,0.7010196655077313,0.5984251968503936,0.5925636101496768,5
2024-06-26 to 2024-07-02,product,596,xgb_observed_sales,14,0.32074337175914225,0.4042372477759292,0.3535753704431489,0.35582703075915234,5
2024-06-26 to 2024-07-02,product,596,xgb_stockout_aware,14,0.3379777661391667,0.44806451195702146,0.3725739154290026,0.37145014196354886,5
2024-06-26 to 2024-07-02,product,599,seasonal_naive,35,0.19428571428571426,0.25523098781859765,0.33333333333333326,0.42551902730228985,19
2024-06-26 to 2024-07-02,product,599,xgb_observed_sales,35,0.23530095338821413,0.3070237418312202,0.40370261610723013,0.44551435638763737,19
2024-06-26 to 2024-07-02,product,599,xgb_stockout_aware,35,0.20143671103886196,0.2590768679736683,0.34560220031177297,0.3998408267529537,19
2024-06-26 to 2024-07-02,product,600,seasonal_naive,14,0.6357142857142856,0.7392080704568718,0.31560283687943264,0.3423114091726869,8
2024-06-26 to 2024-07-02,product,600,xgb_observed_sales,14,0.42566719395773756,0.5320958533685289,0.2113241388442669,0.2190976630010833,8
2024-06-26 to 2024-07-02,product,600,xgb_stockout_aware,14,0.37841056074414936,0.4595392313728143,0.18786339895099616,0.19248819787901522,8
2024-06-26 to 2024-07-02,product,601,seasonal_naive,7,0.9857142857142857,1.1420532887241797,0.45999999999999996,0.5780990283790303,5
2024-06-26 to 2024-07-02,product,601,xgb_observed_sales,7,0.5781441790716988,0.7123790635875994,0.2698006169001261,0.29892402784853483,5
2024-06-26 to 2024-07-02,product,601,xgb_stockout_aware,7,0.5686040469578334,0.6769319500370234,0.2653485552469889,0.29334329398815334,5
2024-06-26 to 2024-07-02,product,605,seasonal_naive,14,0.45,0.5378528742004771,0.7974683544303798,1.1032946511938106,4
2024-06-26 to 2024-07-02,product,605,xgb_observed_sales,14,0.2756384841033391,0.3540405184839738,0.4884732629679427,0.604244524080779,4
2024-06-26 to 2024-07-02,product,605,xgb_stockout_aware,14,0.28883849254676275,0.3556626435329829,0.5118656829942632,0.5954823781305659,4
2024-06-26 to 2024-07-02,product,607,seasonal_naive,7,0.3514285714285715,0.44893524827402137,0.6000000000000002,0.5211716649524532,6
2024-06-26 to 2024-07-02,product,607,xgb_observed_sales,7,0.2458683388573783,0.2694056389681336,0.41977521268332885,0.4202905628879324,6
2024-06-26 to 2024-07-02,product,607,xgb_stockout_aware,7,0.21786238295691357,0.25112877485041524,0.37196016602399884,0.3822732510128497,6
2024-06-26 to 2024-07-02,product,610,seasonal_naive,35,0.3257142857142857,0.405674042269688,0.3986013986013986,0.46330345024234965,33
2024-06-26 to 2024-07-02,product,610,xgb_observed_sales,35,0.27155121990612574,0.35632115900532957,0.3323179264585455,0.36271261016576883,33
2024-06-26 to 2024-07-02,product,610,xgb_stockout_aware,35,0.27104051113128663,0.3491663443052996,0.3316929332026235,0.3612314224274001,33
2024-06-26 to 2024-07-02,product,615,seasonal_naive,7,0.42857142857142866,0.48989794855663565,0.810810810810811,0.8564007421150279,7
2024-06-26 to 2024-07-02,product,615,xgb_observed_sales,7,0.2945894922528948,0.34850462543207955,0.5573314718298011,0.5445043036270453,7
2024-06-26 to 2024-07-02,product,615,xgb_stockout_aware,7,0.2861783657755171,0.3126056617921684,0.5414185298455729,0.5406402780380447,7
2024-06-26 to 2024-07-02,product,617,seasonal_naive,7,0.22857142857142856,0.2507132682112035,0.6956521739130435,0.8904761904761903,3
2024-06-26 to 2024-07-02,product,617,xgb_observed_sales,7,0.10334796990667071,0.11581479581665212,0.31453729971595434,0.3008918640716397,3
2024-06-26 to 2024-07-02,product,617,xgb_stockout_aware,7,0.11633207542555672,0.13499457442526105,0.3540541425995205,0.3264090838644792,3
2024-06-26 to 2024-07-02,product,620,seasonal_naive,7,0.2714285714285714,0.2903200204700225,0.826086956521739,0.8139764996907856,5
2024-06-26 to 2024-07-02,product,620,xgb_observed_sales,7,0.26004449214254105,0.27083746590191493,0.7914397586946902,0.8069190129664829,5
2024-06-26 to 2024-07-02,product,620,xgb_stockout_aware,7,0.2177497386932373,0.23284407568703178,0.6627165960228961,0.7248282870972215,5
2024-06-26 to 2024-07-02,product,621,seasonal_naive,7,0.4714285714285714,0.5331845030434721,0.5238095238095238,0.7413782904466134,3
2024-06-26 to 2024-07-02,product,621,xgb_observed_sales,7,0.5673824352877481,0.646208904914496,0.630424928097498,0.796578165078711,3
2024-06-26 to 2024-07-02,product,621,xgb_stockout_aware,7,0.5398361870220729,0.5988211586284576,0.599817985580081,0.7848343313035228,3
2024-06-26 to 2024-07-02,product,631,seasonal_naive,21,0.34761904761904766,0.4248248938988751,0.43712574850299396,0.5052272706408045,11
2024-06-26 to 2024-07-02,product,631,xgb_observed_sales,21,0.26108824837775463,0.33177130405652705,0.32831456382831414,0.36114649232548085,11
2024-06-26 to 2024-07-02,product,631,xgb_stockout_aware,21,0.3126368122441428,0.38525286024508093,0.39313611120520947,0.4520376216053447,11
